trial,is_practice,block,is_old,pair_type,timing_jitter,timing_iti,within_category,high_cat_on_left,left_cat,right_cat,left_cat_value_group,right_cat_value_group,left_exemplar,right_exemplar,left_exemplar_value,right_exemplar_value,left_kind,right_kind,left_shape,right_shape,left_color,right_color,left_img_path,right_img_path,chosen_cat,unchosen_cat,chosen_value_group,unchosen_value_group,chosen_exemplar,unchosen_exemplar,chosen_exemplar_value,unchosen_exemplar_value
297,0,5,0,40-80,2500,2500,NaN,0,desk,seashell,40,80,desk13,seashell9,60,80,2.3,2.2,3.5,4.5,2.4,2.4,Stimuli/Experimental_stims/desk/26427865.thl.jpg,Stimuli/Experimental_stims/seashell/ASEASH5.jpg,,,,,,,,
298,0,5,0,20-20,2500,2500,NaN,NaN,stool,yarn,20,20,stool14,yarn13,0,0,2.2,2.1,3.8,2.8,4.2,4.9,Stimuli/Experimental_stims/stool/hjscott-sbs-b-bar-stool.jpg,Stimuli/Experimental_stims/yarn/cool blue 2 hpy 2 sml.jpg,,,,,,,,
299,0,5,1,NaN,2500,2500,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
300,0,6,0,40-60,2500,2500,NaN,0,desk,key chain,40,60,desk11,key chain13,40,60,2.3,2.2,3.5,4.5,2.4,4.4,Stimuli/Experimental_stims/desk/Writing_Desk_280_Cutout_Sideview_half.jpg,Stimuli/Experimental_stims/key chain/Fancy_Liquid_Column_Shape_Key_Ring_with_Floater.jpg,,,,,,,,
301,0,6,0,20-80,2500,2500,NaN,0,hat,dresser,20,80,hat13,dresser7,0,60,2.3,2.3,2.4,2.9,4.7,1.5,Stimuli/Experimental_stims/hat/Ahatwithfeath.jpg,Stimuli/Experimental_stims/dresser/ADRESSE43.jpg,,,,,,,,
302,0,6,0,60-60,2500,2500,NaN,NaN,vase,door knob,60,60,vase14,door knob5,80,60,2.3,2.1,4,4,4.7,2.9,Stimuli/Experimental_stims/vase/Avase119.jpg,Stimuli/Experimental_stims/door knob/Parth_Portofino_500.jpg,,,,,,,,
303,0,6,0,40-60,2500,2500,NaN,1,door knob,tent,60,40,door knob12,tent3,40,20,2.1,2.2,4,2.8,2.9,4.5,Stimuli/Experimental_stims/door knob/500_PRACRYOB.jpg,Stimuli/Experimental_stims/tent/73697pp.jpg,,,,,,,,
304,0,6,0,60-60,2500,2500,NaN,NaN,vase,lipstick,60,60,vase1,lipstick7,60,40,2.3,2.1,4,2.4,4.7,3.6,Stimuli/Experimental_stims/vase/Avase114.jpg,Stimuli/Experimental_stims/lipstick/P101401_hero.jpg,,,,,,,,
305,0,6,1,NaN,2500,2500,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
306,0,6,0,60-80,2500,2500,NaN,1,makeup compact,key chain,80,60,makeup compact10,key chain11,60,80,2.3,2.2,2.5,4.5,3.3,4.4,Stimuli/Experimental_stims/makeup compact/P95108_hero.jpg,Stimuli/Experimental_stims/key chain/31H95JKXWNL._SS500_.jpg,,,,,,,,
307,0,6,1,NaN,2500,2500,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
308,0,6,1,NaN,2500,2500,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
309,0,6,0,40-60,2500,2500,NaN,0,desk,lipstick,40,60,desk8,lipstick4,40,40,2.3,2.1,3.5,2.4,2.4,3.6,Stimuli/Experimental_stims/desk/26370118.thl.jpg,Stimuli/Experimental_stims/lipstick/P145703_hero.jpg,,,,,,,,
310,0,6,0,40-80,2500,2500,NaN,0,sofa,hammer,40,80,sofa13,hammer15,20,100,2.2,2,3.1,2.3,4.6,2.5,Stimuli/Experimental_stims/sofa/ACOUCH25.jpg,Stimuli/Experimental_stims/hammer/Vaughan-32-oz-Hickory-Handle-Ball-Pein-Hammer-S432-B0001LRUJM-L-ARCQ0EBO8TR73_.jpg,,,,,,,,
311,0,6,1,NaN,2500,2500,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
312,0,6,0,20-40,2500,2500,NaN,1,sofa,poker card,40,20,sofa11,poker card4,40,40,2.2,2.2,3.1,1,4.6,2.7,Stimuli/Experimental_stims/sofa/ALOVSEA19.jpg,Stimuli/Experimental_stims/poker card/22864728.thl.jpg,,,,,,,,
313,0,6,0,40-40,2500,2500,NaN,NaN,desk,hand bag,40,40,desk9,hand bag6,40,60,2.3,2.3,3.5,3.9,2.4,4.5,Stimuli/Experimental_stims/desk/desk 189dr96dr chr.jpg,Stimuli/Experimental_stims/hand bag/Ahandbag15.jpg,,,,,,,,
314,0,6,0,40-80,2500,2500,NaN,0,power strip,baby carriage,40,80,power strip13,baby carriage1,40,80,2.2,2.2,4,3.9,2.5,4.3,Stimuli/Experimental_stims/power strip/01dccef1-d4b2-4d2e-a317-f2ed46b70b4b_400.jpg,Stimuli/Experimental_stims/baby carriage/babycarriage16.jpg,,,,,,,,
315,0,6,1,NaN,2500,2500,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
316,0,6,0,60-80,2500,2500,NaN,0,fan,nail polish,60,80,fan9,nail polish3,60,100,2.3,2,3.1,2.1,2,4.9,Stimuli/Experimental_stims/fan/FT-40A.jpg,Stimuli/Experimental_stims/nail polish/327636.jpg,,,,,,,,
317,0,6,1,NaN,2500,2500,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
318,0,6,0,40-60,2500,2500,NaN,0,hand bag,motorcycle,40,60,hand bag15,motorcycle7,20,60,2.3,2.1,3.9,2.9,4.5,3.6,Stimuli/Experimental_stims/hand bag/Ahandbag51.jpg,Stimuli/Experimental_stims/motorcycle/MotoSmall.jpg,,,,,,,,
319,0,6,0,60-60,2500,2500,NaN,NaN,motorcycle,fan,60,60,motorcycle9,fan3,60,40,2.1,2.3,2.9,3.1,3.6,2,Stimuli/Experimental_stims/motorcycle/speedbike.jpg,Stimuli/Experimental_stims/fan/CFT401.jpg,,,,,,,,
320,0,6,0,60-80,2500,2500,NaN,1,bike,lipstick,80,60,bike5,lipstick15,100,60,2.3,2.1,2.2,2.4,2.3,3.6,Stimuli/Experimental_stims/bike/folding_bike_dahon.jpg,Stimuli/Experimental_stims/lipstick/P9436_hero.jpg,,,,,,,,
321,0,6,1,NaN,2500,2500,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
322,0,6,0,20-60,2500,2500,NaN,0,yarn,key chain,20,60,yarn1,key chain9,40,40,2.1,2.2,2.8,4.5,4.9,4.4,Stimuli/Experimental_stims/yarn/corn_yarn.jpg,Stimuli/Experimental_stims/key chain/sfx8832-ferrari-shield-keychain.jpg,,,,,,,,
323,0,6,1,NaN,2500,2500,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
324,0,6,0,80-80,2500,2500,NaN,NaN,small table,makeup compact,80,80,small table8,makeup compact15,100,60,2,2.3,4.2,2.5,2.5,3.3,Stimuli/Experimental_stims/small table/ATABLE8.jpg,Stimuli/Experimental_stims/makeup compact/05086681402.jpg,,,,,,,,
325,0,6,0,20-20,2500,2500,NaN,NaN,necklace,hat,20,20,necklace12,hat10,40,0,2.2,2.3,3.6,2.4,3.9,4.7,Stimuli/Experimental_stims/necklace/necklascenew07.jpg,Stimuli/Experimental_stims/hat/Atornhat3.jpg,,,,,,,,
326,0,6,1,NaN,2500,2500,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
327,0,6,0,20-60,2500,2500,NaN,1,lipstick,license plate,60,20,lipstick3,license plate9,60,20,2.1,2.2,2.4,1,3.6,4.1,Stimuli/Experimental_stims/lipstick/31sCvjMS3jL._SS500_.jpg,Stimuli/Experimental_stims/license plate/nm-dhg089.jpg,,,,,,,,
328,0,6,0,20-20,2500,2500,NaN,NaN,bowl,stool,20,20,bowl6,stool10,40,0,2.2,2.2,2.9,3.8,4.5,4.2,Stimuli/Experimental_stims/bowl/Abowl59.jpg,Stimuli/Experimental_stims/stool/ASTOOL26.jpg,,,,,,,,
329,0,6,0,60-80,2500,2500,NaN,0,watch,small table,60,80,watch2,small table15,60,80,2.2,2,2.1,4.2,2.5,2.5,Stimuli/Experimental_stims/watch/AL0004-03E_MED.jpg,Stimuli/Experimental_stims/small table/ATABLE20.jpg,,,,,,,,
330,0,6,0,20-40,2500,2500,NaN,1,trumpet,bowl,40,20,trumpet9,bowl4,20,40,2.3,2.2,2.5,2.9,2.5,4.5,Stimuli/Experimental_stims/trumpet/trumpet3.jpg,Stimuli/Experimental_stims/bowl/Abowl77.jpg,,,,,,,,
331,0,6,0,20-40,2500,2500,NaN,1,hand bag,poker card,40,20,hand bag10,poker card7,20,20,2.3,2.2,3.9,1,4.5,2.7,Stimuli/Experimental_stims/hand bag/AHANDBAG7.jpg,Stimuli/Experimental_stims/poker card/22864416.thl.jpg,,,,,,,,
332,0,6,0,40-40,2500,2500,NaN,NaN,microscope,trumpet,40,40,microscope1,trumpet14,60,20,2.2,2.3,3.5,2.5,2.5,2.5,Stimuli/Experimental_stims/microscope/digital-blue-microscope-qx5-md.jpg,Stimuli/Experimental_stims/trumpet/truba1.jpg,,,,,,,,
333,0,6,0,20-80,2500,2500,NaN,0,poker card,hammer,20,80,poker card1,hammer8,40,100,2.2,2,1,2.3,2.7,2.5,Stimuli/Experimental_stims/poker card/22864704.thl.jpg,Stimuli/Experimental_stims/hammer/ct1006_hammer.jpg,,,,,,,,
334,0,6,0,40-40,2500,2500,NaN,NaN,tent,hand bag,40,40,tent15,hand bag9,20,60,2.2,2.3,2.8,3.9,4.5,4.5,Stimuli/Experimental_stims/tent/tent_.jpg,Stimuli/Experimental_stims/hand bag/APURSE24.jpg,,,,,,,,
335,0,6,1,NaN,2500,2500,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
336,0,6,1,NaN,2500,2500,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
337,0,6,0,80-80,2500,2500,NaN,NaN,makeup compact,small table,80,80,makeup compact12,small table10,100,80,2.3,2,2.5,4.2,3.3,2.5,Stimuli/Experimental_stims/makeup compact/P139103_hero.jpg,Stimuli/Experimental_stims/small table/ATABLE41.jpg,,,,,,,,
338,0,6,0,20-40,2500,2500,NaN,1,power strip,bowl,40,20,power strip6,bowl13,40,20,2.2,2.2,4,2.9,2.5,4.5,Stimuli/Experimental_stims/power strip/41AWBNXQRML._AA262_.jpg,Stimuli/Experimental_stims/bowl/Asoupbowl8.jpg,,,,,,,,
339,0,6,1,NaN,2500,2500,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
340,0,6,0,20-60,2500,2500,NaN,1,watch,stool,60,20,watch8,stool6,60,40,2.2,2.2,2.1,3.8,2.5,4.2,Stimuli/Experimental_stims/watch/2239.jpg,Stimuli/Experimental_stims/stool/ASTOOL30.jpg,,,,,,,,
341,0,6,0,40-80,2500,2500,NaN,1,baby carriage,desk,80,40,baby carriage10,desk14,60,20,2.2,2.3,3.9,3.5,4.3,2.4,Stimuli/Experimental_stims/baby carriage/peg_perego_uno_blu.jpg,Stimuli/Experimental_stims/desk/26419960.thl.jpg,,,,,,,,
342,0,6,0,20-80,2500,2500,NaN,1,dresser,yarn,80,20,dresser6,yarn11,60,40,2.3,2.1,2.9,2.8,1.5,4.9,Stimuli/Experimental_stims/dresser/ADRESSE96.jpg,Stimuli/Experimental_stims/yarn/Aballofpinky2.jpg,,,,,,,,
343,0,6,0,80-80,2500,2500,NaN,NaN,hammer,nail polish,80,80,hammer14,nail polish2,60,60,2,2,2.3,2.1,2.5,4.9,Stimuli/Experimental_stims/hammer/hammer.jpg,Stimuli/Experimental_stims/nail polish/froggy_t.jpg,,,,,,,,
344,0,6,0,80-80,2500,2500,NaN,NaN,nail polish,small table,80,80,nail polish7,small table12,60,100,2,2,2.1,4.2,4.9,2.5,Stimuli/Experimental_stims/nail polish/117BDAkbo5L._AA160_.jpg,Stimuli/Experimental_stims/small table/ATABLE54.jpg,,,,,,,,
345,0,6,0,20-20,2500,2500,NaN,NaN,stool,yarn,20,20,stool7,yarn7,40,40,2.2,2.1,3.8,2.8,4.2,4.9,Stimuli/Experimental_stims/stool/ASTOOL25.jpg,Stimuli/Experimental_stims/yarn/herb garden hy smaller.jpg,,,,,,,,
346,0,6,0,20-60,2500,2500,NaN,0,poker card,vase,20,60,poker card15,vase12,40,60,2.2,2.3,1,4,2.7,4.7,Stimuli/Experimental_stims/poker card/9816946.thl.jpg,Stimuli/Experimental_stims/vase/Abluevase2.jpg,,,,,,,,
347,0,6,1,NaN,2500,2500,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
348,0,6,0,40-60,2500,2500,NaN,0,patio lounge chair,bongo,40,60,patio lounge chair1,bongo12,40,60,2.2,2.1,2.9,2.9,4.3,3.2,Stimuli/Experimental_stims/patio lounge chair/product1-s.jpg,Stimuli/Experimental_stims/bongo/26686609.thl.jpg,,,,,,,,
349,0,6,0,20-20,2500,2500,NaN,NaN,hat,necklace,20,20,hat11,necklace13,40,40,2.3,2.2,2.4,3.6,4.7,3.9,Stimuli/Experimental_stims/hat/AFELTHAT.jpg,Stimuli/Experimental_stims/necklace/Anecklace19.jpg,,,,,,,,
350,0,6,0,20-80,2500,2500,NaN,1,bike,pen,80,20,bike8,pen1,80,20,2.3,2.2,2.2,2,2.3,3.9,Stimuli/Experimental_stims/bike/Mt Bike.jpg,Stimuli/Experimental_stims/pen/pen09.jpg,,,,,,,,
351,0,6,0,40-40,2500,2500,NaN,NaN,sofa,desk,40,40,sofa5,desk1,20,60,2.2,2.3,3.1,3.5,4.6,2.4,Stimuli/Experimental_stims/sofa/ALOVSEA14.jpg,Stimuli/Experimental_stims/desk/ADESK11.jpg,,,,,,,,
352,0,6,1,NaN,2500,2500,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
353,0,6,0,20-60,2500,2500,NaN,1,bongo,license plate,60,20,bongo4,license plate13,40,20,2.1,2.2,2.9,1,3.2,4.1,Stimuli/Experimental_stims/bongo/26390708.thl.jpg,Stimuli/Experimental_stims/license plate/usa-rj-9517.jpg,,,,,,,,
354,0,6,1,NaN,2500,2500,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
355,0,6,0,20-80,2500,2500,NaN,0,yarn,small table,20,80,yarn9,small table6,20,100,2.1,2,2.8,4.2,4.9,2.5,Stimuli/Experimental_stims/yarn/Aballofyarn26.jpg,Stimuli/Experimental_stims/small table/ATABLE88.jpg,,,,,,,,
356,0,6,0,40-80,2500,2500,NaN,0,tent,dresser,40,80,tent2,dresser5,60,60,2.2,2.3,2.8,2.9,4.5,1.5,Stimuli/Experimental_stims/tent/Atent16.jpg,Stimuli/Experimental_stims/dresser/ADRESSE55.jpg,,,,,,,,
357,0,6,0,60-60,2500,2500,NaN,NaN,fan,key chain,60,60,fan14,key chain7,60,40,2.3,2.2,3.1,4.5,2,4.4,Stimuli/Experimental_stims/fan/124771_sk_lg.jpg,Stimuli/Experimental_stims/key chain/keychain-gentoo-linux.jpg,,,,,,,,
358,0,6,0,60-80,2500,2500,NaN,1,bike,flashlight,80,60,bike12,flashlight15,80,40,2.3,2,2.2,2.7,2.3,3.4,Stimuli/Experimental_stims/bike/schwinn_electric_bikes.jpg,Stimuli/Experimental_stims/flashlight/freeplay-xray-wind-up-led-flashlight.jpg,,,,,,,,
359,0,6,0,40-80,2500,2500,NaN,,tent,train,40,80,tent11,train7,60,60,2.2,2.1,2.8,4.1,4.5,4.5,Stimuli/Experimental_stims/tent/asa_c098_cat_tent_red_black.jpg,Stimuli/Experimental_stims/train/thomas-tank-pedal-car-lg.jpg,,,,,,,,
